text,DIET_entity,CRF_entity,MITIE_entity,groundtruth
what is the ground transportation between the charlotte airport charlotte airport and downtown charlotte,"[{'start': 46, 'end': 63, 'value': 'charlotte airport', 'entity': 'airport_name'}, {'start': 64, 'end': 81, 'value': 'charlotte airport', 'entity': 'city_name'}, {'start': 95, 'end': 104, 'value': 'charlotte', 'entity': 'city_name'}]","[{'start': 46, 'end': 63, 'value': 'charlotte airport', 'entity': 'airport_name'}, {'start': 64, 'end': 81, 'value': 'charlotte airport', 'entity': 'city_name'}, {'start': 95, 'end': 104, 'value': 'charlotte', 'entity': 'city_name'}]","[{'start': 46, 'end': 63, 'value': 'charlotte airport', 'entity': 'airport_name'}, {'start': 64, 'end': 81, 'value': 'charlotte airport', 'entity': 'city_name'}, {'start': 95, 'end': 104, 'value': 'charlotte', 'entity': 'city_name'}]","[{'start': 46, 'end': 63, 'value': 'charlotte airport', 'entity': 'airport_name'}, {'start': 64, 'end': 81, 'value': 'charlotte airport', 'entity': 'city_name'}, {'start': 95, 'end': 104, 'value': 'charlotte', 'entity': 'city_name'}]"
show me all the flights from charlotte to minneapolis that leave at 2 pm or later on monday,"[{'start': 29, 'end': 38, 'value': 'charlotte', 'entity': 'fromloc.city_name'}, {'start': 42, 'end': 53, 'value': 'minneapolis', 'entity': 'toloc.city_name'}, {'start': 68, 'end': 72, 'value': '2 pm', 'entity': 'depart_time.time'}, {'start': 76, 'end': 81, 'value': 'later', 'entity': 'depart_time.time_relative'}, {'start': 85, 'end': 91, 'value': 'monday', 'entity': 'depart_date.day_name'}]","[{'start': 29, 'end': 38, 'value': 'charlotte', 'entity': 'fromloc.city_name'}, {'start': 42, 'end': 53, 'value': 'minneapolis', 'entity': 'toloc.city_name'}, {'start': 68, 'end': 72, 'value': '2 pm', 'entity': 'depart_time.time'}, {'start': 76, 'end': 81, 'value': 'later', 'entity': 'depart_time.time_relative'}, {'start': 85, 'end': 91, 'value': 'monday', 'entity': 'depart_date.day_name'}]","[{'start': 29, 'end': 38, 'value': 'charlotte', 'entity': 'fromloc.city_name'}, {'start': 42, 'end': 53, 'value': 'minneapolis', 'entity': 'toloc.city_name'}, {'start': 68, 'end': 72, 'value': '2 pm', 'entity': 'depart_time.time'}, {'start': 76, 'end': 81, 'value': 'later', 'entity': 'depart_time.time_relative'}, {'start': 85, 'end': 91, 'value': 'monday', 'entity': 'depart_date.day_name'}]","[{'start': 29, 'end': 38, 'value': 'charlotte', 'entity': 'fromloc.city_name'}, {'start': 42, 'end': 53, 'value': 'minneapolis', 'entity': 'toloc.city_name'}, {'start': 68, 'end': 72, 'value': '2 pm', 'entity': 'depart_time.time'}, {'start': 76, 'end': 81, 'value': 'later', 'entity': 'depart_time.time_relative'}, {'start': 85, 'end': 91, 'value': 'monday', 'entity': 'depart_date.day_name'}]"
show me all the flights from charlotte to minneapolis on tuesday morning,"[{'start': 29, 'end': 38, 'value': 'charlotte', 'entity': 'fromloc.city_name'}, {'start': 42, 'end': 53, 'value': 'minneapolis', 'entity': 'toloc.city_name'}, {'start': 57, 'end': 64, 'value': 'tuesday', 'entity': 'depart_date.day_name'}, {'start': 65, 'end': 72, 'value': 'morning', 'entity': 'depart_time.period_of_day'}]","[{'start': 29, 'end': 38, 'value': 'charlotte', 'entity': 'fromloc.city_name'}, {'start': 42, 'end': 53, 'value': 'minneapolis', 'entity': 'toloc.city_name'}, {'start': 57, 'end': 64, 'value': 'tuesday', 'entity': 'depart_date.day_name'}, {'start': 65, 'end': 72, 'value': 'morning', 'entity': 'depart_time.period_of_day'}]","[{'start': 29, 'end': 38, 'value': 'charlotte', 'entity': 'fromloc.city_name'}, {'start': 42, 'end': 53, 'value': 'minneapolis', 'entity': 'toloc.city_name'}, {'start': 57, 'end': 64, 'value': 'tuesday', 'entity': 'depart_date.day_name'}, {'start': 65, 'end': 72, 'value': 'morning', 'entity': 'depart_time.period_of_day'}]","[{'start': 29, 'end': 38, 'value': 'charlotte', 'entity': 'fromloc.city_name'}, {'start': 42, 'end': 53, 'value': 'minneapolis', 'entity': 'toloc.city_name'}, {'start': 57, 'end': 64, 'value': 'tuesday', 'entity': 'depart_date.day_name'}, {'start': 65, 'end': 72, 'value': 'morning', 'entity': 'depart_time.period_of_day'}]"
show me the direct flights from charlotte to minneapolis on tuesday morning,"[{'start': 12, 'end': 18, 'value': 'direct', 'entity': 'connect'}, {'start': 32, 'end': 41, 'value': 'charlotte', 'entity': 'fromloc.city_name'}, {'start': 45, 'end': 56, 'value': 'minneapolis', 'entity': 'toloc.city_name'}, {'start': 60, 'end': 67, 'value': 'tuesday', 'entity': 'depart_date.day_name'}, {'start': 68, 'end': 75, 'value': 'morning', 'entity': 'depart_time.period_of_day'}]","[{'start': 12, 'end': 18, 'value': 'direct', 'entity': 'connect'}, {'start': 32, 'end': 41, 'value': 'charlotte', 'entity': 'fromloc.city_name'}, {'start': 45, 'end': 56, 'value': 'minneapolis', 'entity': 'toloc.city_name'}, {'start': 60, 'end': 67, 'value': 'tuesday', 'entity': 'depart_date.day_name'}, {'start': 68, 'end': 75, 'value': 'morning', 'entity': 'depart_time.period_of_day'}]","[{'start': 12, 'end': 18, 'value': 'direct', 'entity': 'connect'}, {'start': 32, 'end': 41, 'value': 'charlotte', 'entity': 'fromloc.city_name'}, {'start': 45, 'end': 56, 'value': 'minneapolis', 'entity': 'toloc.city_name'}, {'start': 60, 'end': 67, 'value': 'tuesday', 'entity': 'depart_date.day_name'}, {'start': 68, 'end': 75, 'value': 'morning', 'entity': 'depart_time.period_of_day'}]","[{'start': 12, 'end': 18, 'value': 'direct', 'entity': 'connect'}, {'start': 32, 'end': 41, 'value': 'charlotte', 'entity': 'fromloc.city_name'}, {'start': 45, 'end': 56, 'value': 'minneapolis', 'entity': 'toloc.city_name'}, {'start': 60, 'end': 67, 'value': 'tuesday', 'entity': 'depart_date.day_name'}, {'start': 68, 'end': 75, 'value': 'morning', 'entity': 'depart_time.period_of_day'}]"
show me flight us 1500 on monday from charlotte to minneapolis please,"[{'start': 15, 'end': 17, 'value': 'us', 'entity': 'airline_code'}, {'start': 18, 'end': 22, 'value': '1500', 'entity': 'flight_number'}, {'start': 26, 'end': 32, 'value': 'monday', 'entity': 'depart_date.day_name'}, {'start': 38, 'end': 47, 'value': 'charlotte', 'entity': 'fromloc.city_name'}, {'start': 51, 'end': 62, 'value': 'minneapolis', 'entity': 'toloc.city_name'}]","[{'start': 15, 'end': 17, 'value': 'us', 'entity': 'airline_code'}, {'start': 18, 'end': 22, 'value': '1500', 'entity': 'flight_number'}, {'start': 26, 'end': 32, 'value': 'monday', 'entity': 'depart_date.day_name'}, {'start': 38, 'end': 47, 'value': 'charlotte', 'entity': 'fromloc.city_name'}, {'start': 51, 'end': 62, 'value': 'minneapolis', 'entity': 'toloc.city_name'}]","[{'start': 15, 'end': 17, 'value': 'us', 'entity': 'airline_code'}, {'start': 18, 'end': 22, 'value': '1500', 'entity': 'flight_number'}, {'start': 26, 'end': 32, 'value': 'monday', 'entity': 'depart_date.day_name'}, {'start': 38, 'end': 47, 'value': 'charlotte', 'entity': 'fromloc.city_name'}, {'start': 51, 'end': 62, 'value': 'minneapolis', 'entity': 'toloc.city_name'}]","[{'start': 15, 'end': 17, 'value': 'us', 'entity': 'airline_code'}, {'start': 18, 'end': 22, 'value': '1500', 'entity': 'flight_number'}, {'start': 26, 'end': 32, 'value': 'monday', 'entity': 'depart_date.day_name'}, {'start': 38, 'end': 47, 'value': 'charlotte', 'entity': 'fromloc.city_name'}, {'start': 51, 'end': 62, 'value': 'minneapolis', 'entity': 'toloc.city_name'}]"
show me all the flights from minneapolis to indianapolis on tuesday that leave after 2 pm,"[{'start': 29, 'end': 40, 'value': 'minneapolis', 'entity': 'fromloc.city_name'}, {'start': 44, 'end': 56, 'value': 'indianapolis', 'entity': 'toloc.city_name'}, {'start': 60, 'end': 67, 'value': 'tuesday', 'entity': 'depart_date.day_name'}, {'start': 79, 'end': 84, 'value': 'after', 'entity': 'depart_time.time_relative'}, {'start': 85, 'end': 89, 'value': '2 pm', 'entity': 'depart_time.time'}]","[{'start': 29, 'end': 40, 'value': 'minneapolis', 'entity': 'fromloc.city_name'}, {'start': 44, 'end': 56, 'value': 'indianapolis', 'entity': 'toloc.city_name'}, {'start': 60, 'end': 67, 'value': 'tuesday', 'entity': 'depart_date.day_name'}, {'start': 79, 'end': 84, 'value': 'after', 'entity': 'depart_time.time_relative'}, {'start': 85, 'end': 89, 'value': '2 pm', 'entity': 'depart_time.time'}]","[{'start': 29, 'end': 40, 'value': 'minneapolis', 'entity': 'fromloc.city_name'}, {'start': 44, 'end': 56, 'value': 'indianapolis', 'entity': 'toloc.city_name'}, {'start': 60, 'end': 67, 'value': 'tuesday', 'entity': 'depart_date.day_name'}, {'start': 79, 'end': 84, 'value': 'after', 'entity': 'depart_time.time_relative'}, {'start': 85, 'end': 89, 'value': '2 pm', 'entity': 'depart_time.time'}]","[{'start': 29, 'end': 40, 'value': 'minneapolis', 'entity': 'fromloc.city_name'}, {'start': 44, 'end': 56, 'value': 'indianapolis', 'entity': 'toloc.city_name'}, {'start': 60, 'end': 67, 'value': 'tuesday', 'entity': 'depart_date.day_name'}, {'start': 79, 'end': 84, 'value': 'after', 'entity': 'depart_time.time_relative'}, {'start': 85, 'end': 89, 'value': '2 pm', 'entity': 'depart_time.time'}]"
show me the flights from minneapolis to indiana,"[{'start': 25, 'end': 36, 'value': 'minneapolis', 'entity': 'fromloc.city_name'}, {'start': 40, 'end': 47, 'value': 'indiana', 'entity': 'toloc.state_name'}]","[{'start': 25, 'end': 36, 'value': 'minneapolis', 'entity': 'fromloc.city_name'}, {'start': 40, 'end': 47, 'value': 'indiana', 'entity': 'toloc.state_name'}]","[{'start': 25, 'end': 36, 'value': 'minneapolis', 'entity': 'fromloc.city_name'}, {'start': 40, 'end': 47, 'value': 'indiana', 'entity': 'toloc.state_name'}]","[{'start': 25, 'end': 36, 'value': 'minneapolis', 'entity': 'fromloc.city_name'}, {'start': 40, 'end': 47, 'value': 'indiana', 'entity': 'toloc.state_name'}]"
show me the flights in from minneapolis to indianapolis on tuesday afternoon,"[{'start': 28, 'end': 39, 'value': 'minneapolis', 'entity': 'fromloc.city_name'}, {'start': 43, 'end': 55, 'value': 'indianapolis', 'entity': 'toloc.city_name'}, {'start': 59, 'end': 66, 'value': 'tuesday', 'entity': 'depart_date.day_name'}, {'start': 67, 'end': 76, 'value': 'afternoon', 'entity': 'depart_time.period_of_day'}]","[{'start': 28, 'end': 39, 'value': 'minneapolis', 'entity': 'fromloc.city_name'}, {'start': 43, 'end': 55, 'value': 'indianapolis', 'entity': 'toloc.city_name'}, {'start': 59, 'end': 66, 'value': 'tuesday', 'entity': 'depart_date.day_name'}, {'start': 67, 'end': 76, 'value': 'afternoon', 'entity': 'depart_time.period_of_day'}]","[{'start': 28, 'end': 39, 'value': 'minneapolis', 'entity': 'fromloc.city_name'}, {'start': 43, 'end': 55, 'value': 'indianapolis', 'entity': 'toloc.city_name'}, {'start': 59, 'end': 66, 'value': 'tuesday', 'entity': 'depart_date.day_name'}, {'start': 67, 'end': 76, 'value': 'afternoon', 'entity': 'depart_time.period_of_day'}]","[{'start': 28, 'end': 39, 'value': 'minneapolis', 'entity': 'fromloc.city_name'}, {'start': 43, 'end': 55, 'value': 'indianapolis', 'entity': 'toloc.city_name'}, {'start': 59, 'end': 66, 'value': 'tuesday', 'entity': 'depart_date.day_name'}, {'start': 67, 'end': 76, 'value': 'afternoon', 'entity': 'depart_time.period_of_day'}]"
show me flight us 1207 from indianapolis to charlotte on monday and flight us 1500 from charlotte to minneapolis on monday and flight twa 639 from minneapolis to indianapolis,"[{'start': 15, 'end': 17, 'value': 'us', 'entity': 'airline_code'}, {'start': 18, 'end': 22, 'value': '1207', 'entity': 'flight_number'}, {'start': 28, 'end': 40, 'value': 'indianapolis', 'entity': 'fromloc.city_name'}, {'start': 44, 'end': 53, 'value': 'charlotte', 'entity': 'toloc.city_name'}, {'start': 57, 'end': 63, 'value': 'monday', 'entity': 'depart_date.day_name'}, {'start': 78, 'end': 82, 'value': '1500', 'entity': 'flight_number'}, {'start': 88, 'end': 97, 'value': 'charlotte', 'entity': 'fromloc.city_name'}, {'start': 101, 'end': 112, 'value': 'minneapolis', 'entity': 'toloc.city_name'}, {'start': 116, 'end': 122, 'value': 'monday', 'entity': 'depart_date.day_name'}, {'start': 134, 'end': 137, 'value': 'twa', 'entity': 'airline_code'}, {'start': 138, 'end': 141, 'value': '639', 'entity': 'flight_number'}, {'start': 147, 'end': 158, 'value': 'minneapolis', 'entity': 'fromloc.city_name'}, {'start': 162, 'end': 174, 'value': 'indianapolis', 'entity': 'toloc.city_name'}]","[{'start': 15, 'end': 17, 'value': 'us', 'entity': 'airline_code'}, {'start': 18, 'end': 22, 'value': '1207', 'entity': 'flight_number'}, {'start': 28, 'end': 40, 'value': 'indianapolis', 'entity': 'fromloc.city_name'}, {'start': 44, 'end': 53, 'value': 'charlotte', 'entity': 'toloc.city_name'}, {'start': 57, 'end': 63, 'value': 'monday', 'entity': 'depart_date.day_name'}, {'start': 78, 'end': 82, 'value': '1500', 'entity': 'flight_number'}, {'start': 88, 'end': 97, 'value': 'charlotte', 'entity': 'fromloc.city_name'}, {'start': 101, 'end': 112, 'value': 'minneapolis', 'entity': 'toloc.city_name'}, {'start': 116, 'end': 122, 'value': 'monday', 'entity': 'depart_date.day_name'}, {'start': 134, 'end': 137, 'value': 'twa', 'entity': 'airline_code'}, {'start': 138, 'end': 141, 'value': '639', 'entity': 'flight_number'}, {'start': 147, 'end': 158, 'value': 'minneapolis', 'entity': 'fromloc.city_name'}, {'start': 162, 'end': 174, 'value': 'indianapolis', 'entity': 'toloc.city_name'}]","[{'start': 15, 'end': 17, 'value': 'us', 'entity': 'airline_code'}, {'start': 18, 'end': 22, 'value': '1207', 'entity': 'flight_number'}, {'start': 28, 'end': 40, 'value': 'indianapolis', 'entity': 'fromloc.city_name'}, {'start': 44, 'end': 53, 'value': 'charlotte', 'entity': 'toloc.city_name'}, {'start': 57, 'end': 63, 'value': 'monday', 'entity': 'depart_date.day_name'}, {'start': 78, 'end': 82, 'value': '1500', 'entity': 'flight_number'}, {'start': 88, 'end': 97, 'value': 'charlotte', 'entity': 'fromloc.city_name'}, {'start': 101, 'end': 112, 'value': 'minneapolis', 'entity': 'toloc.city_name'}, {'start': 116, 'end': 122, 'value': 'monday', 'entity': 'depart_date.day_name'}, {'start': 134, 'end': 137, 'value': 'twa', 'entity': 'airline_code'}, {'start': 138, 'end': 141, 'value': '639', 'entity': 'flight_number'}, {'start': 147, 'end': 158, 'value': 'minneapolis', 'entity': 'fromloc.city_name'}, {'start': 162, 'end': 174, 'value': 'indianapolis', 'entity': 'toloc.city_name'}]","[{'start': 15, 'end': 17, 'value': 'us', 'entity': 'airline_code'}, {'start': 18, 'end': 22, 'value': '1207', 'entity': 'flight_number'}, {'start': 28, 'end': 40, 'value': 'indianapolis', 'entity': 'fromloc.city_name'}, {'start': 44, 'end': 53, 'value': 'charlotte', 'entity': 'toloc.city_name'}, {'start': 57, 'end': 63, 'value': 'monday', 'entity': 'depart_date.day_name'}, {'start': 78, 'end': 82, 'value': '1500', 'entity': 'flight_number'}, {'start': 88, 'end': 97, 'value': 'charlotte', 'entity': 'fromloc.city_name'}, {'start': 101, 'end': 112, 'value': 'minneapolis', 'entity': 'toloc.city_name'}, {'start': 116, 'end': 122, 'value': 'monday', 'entity': 'depart_date.day_name'}, {'start': 134, 'end': 137, 'value': 'twa', 'entity': 'airline_code'}, {'start': 138, 'end': 141, 'value': '639', 'entity': 'flight_number'}, {'start': 147, 'end': 158, 'value': 'minneapolis', 'entity': 'fromloc.city_name'}, {'start': 162, 'end': 174, 'value': 'indianapolis', 'entity': 'toloc.city_name'}]"
show me all the flights from las vegas to new york city,"[{'start': 29, 'end': 38, 'value': 'las vegas', 'entity': 'fromloc.city_name'}, {'start': 42, 'end': 55, 'value': 'new york city', 'entity': 'toloc.city_name'}]","[{'start': 29, 'end': 38, 'value': 'las vegas', 'entity': 'fromloc.city_name'}, {'start': 42, 'end': 55, 'value': 'new york city', 'entity': 'toloc.city_name'}]","[{'start': 29, 'end': 38, 'value': 'las vegas', 'entity': 'fromloc.city_name'}, {'start': 42, 'end': 55, 'value': 'new york city', 'entity': 'toloc.city_name'}]","[{'start': 29, 'end': 38, 'value': 'las vegas', 'entity': 'fromloc.city_name'}, {'start': 42, 'end': 55, 'value': 'new york city', 'entity': 'toloc.city_name'}]"
which different airlines go from las vegas to new york city,"[{'start': 33, 'end': 42, 'value': 'las vegas', 'entity': 'fromloc.city_name'}, {'start': 46, 'end': 59, 'value': 'new york city', 'entity': 'toloc.city_name'}]","[{'start': 33, 'end': 42, 'value': 'las vegas', 'entity': 'fromloc.city_name'}, {'start': 46, 'end': 59, 'value': 'new york city', 'entity': 'toloc.city_name'}]","[{'start': 33, 'end': 42, 'value': 'las vegas', 'entity': 'fromloc.city_name'}, {'start': 46, 'end': 59, 'value': 'new york city', 'entity': 'toloc.city_name'}]","[{'start': 33, 'end': 42, 'value': 'las vegas', 'entity': 'fromloc.city_name'}, {'start': 46, 'end': 59, 'value': 'new york city', 'entity': 'toloc.city_name'}]"
show me all the flights on america west and twa from las vegas to jfk on a friday,"[{'start': 27, 'end': 39, 'value': 'america west', 'entity': 'airline_name'}, {'start': 44, 'end': 47, 'value': 'twa', 'entity': 'airline_code'}, {'start': 53, 'end': 62, 'value': 'las vegas', 'entity': 'fromloc.city_name'}, {'start': 66, 'end': 69, 'value': 'jfk', 'entity': 'toloc.airport_code'}, {'start': 75, 'end': 81, 'value': 'friday', 'entity': 'depart_date.day_name'}]","[{'start': 27, 'end': 39, 'value': 'america west', 'entity': 'airline_name'}, {'start': 44, 'end': 47, 'value': 'twa', 'entity': 'airline_code'}, {'start': 53, 'end': 62, 'value': 'las vegas', 'entity': 'fromloc.city_name'}, {'start': 66, 'end': 69, 'value': 'jfk', 'entity': 'toloc.airport_code'}, {'start': 75, 'end': 81, 'value': 'friday', 'entity': 'depart_date.day_name'}]","[{'start': 27, 'end': 39, 'value': 'america west', 'entity': 'airline_name'}, {'start': 44, 'end': 47, 'value': 'twa', 'entity': 'airline_code'}, {'start': 53, 'end': 62, 'value': 'las vegas', 'entity': 'fromloc.city_name'}, {'start': 66, 'end': 69, 'value': 'jfk', 'entity': 'toloc.airport_code'}, {'start': 75, 'end': 81, 'value': 'friday', 'entity': 'depart_date.day_name'}]","[{'start': 27, 'end': 39, 'value': 'america west', 'entity': 'airline_name'}, {'start': 44, 'end': 47, 'value': 'twa', 'entity': 'airline_code'}, {'start': 53, 'end': 62, 'value': 'las vegas', 'entity': 'fromloc.city_name'}, {'start': 66, 'end': 69, 'value': 'jfk', 'entity': 'toloc.airport_code'}, {'start': 75, 'end': 81, 'value': 'friday', 'entity': 'depart_date.day_name'}]"
what are the flights from tacoma to miami that leave after 6 pm tomorrow,"[{'start': 26, 'end': 32, 'value': 'tacoma', 'entity': 'fromloc.city_name'}, {'start': 36, 'end': 41, 'value': 'miami', 'entity': 'toloc.city_name'}, {'start': 53, 'end': 58, 'value': 'after', 'entity': 'depart_time.time_relative'}, {'start': 59, 'end': 63, 'value': '6 pm', 'entity': 'depart_time.time'}, {'start': 64, 'end': 72, 'value': 'tomorrow', 'entity': 'depart_date.today_relative'}]","[{'start': 26, 'end': 32, 'value': 'tacoma', 'entity': 'fromloc.city_name'}, {'start': 36, 'end': 41, 'value': 'miami', 'entity': 'toloc.city_name'}, {'start': 53, 'end': 58, 'value': 'after', 'entity': 'depart_time.time_relative'}, {'start': 59, 'end': 63, 'value': '6 pm', 'entity': 'depart_time.time'}, {'start': 64, 'end': 72, 'value': 'tomorrow', 'entity': 'depart_date.today_relative'}]","[{'start': 26, 'end': 32, 'value': 'tacoma', 'entity': 'fromloc.city_name'}, {'start': 36, 'end': 41, 'value': 'miami', 'entity': 'toloc.city_name'}, {'start': 53, 'end': 58, 'value': 'after', 'entity': 'depart_time.time_relative'}, {'start': 59, 'end': 63, 'value': '6 pm', 'entity': 'depart_time.time'}, {'start': 64, 'end': 72, 'value': 'tomorrow', 'entity': 'depart_date.today_relative'}]","[{'start': 26, 'end': 32, 'value': 'tacoma', 'entity': 'fromloc.city_name'}, {'start': 36, 'end': 41, 'value': 'miami', 'entity': 'toloc.city_name'}, {'start': 53, 'end': 58, 'value': 'after', 'entity': 'depart_time.time_relative'}, {'start': 59, 'end': 63, 'value': '6 pm', 'entity': 'depart_time.time'}, {'start': 64, 'end': 72, 'value': 'tomorrow', 'entity': 'depart_date.today_relative'}]"
i 'd like to fly from san diego to houston on june tenth,"[{'start': 22, 'end': 31, 'value': 'san diego', 'entity': 'fromloc.city_name'}, {'start': 35, 'end': 42, 'value': 'houston', 'entity': 'toloc.city_name'}, {'start': 46, 'end': 50, 'value': 'june', 'entity': 'depart_date.month_name'}, {'start': 51, 'end': 56, 'value': 'tenth', 'entity': 'depart_date.day_number'}]","[{'start': 22, 'end': 31, 'value': 'san diego', 'entity': 'fromloc.city_name'}, {'start': 35, 'end': 42, 'value': 'houston', 'entity': 'toloc.city_name'}, {'start': 46, 'end': 50, 'value': 'june', 'entity': 'depart_date.month_name'}, {'start': 51, 'end': 56, 'value': 'tenth', 'entity': 'depart_date.day_number'}]","[{'start': 22, 'end': 31, 'value': 'san diego', 'entity': 'fromloc.city_name'}, {'start': 35, 'end': 42, 'value': 'houston', 'entity': 'toloc.city_name'}, {'start': 46, 'end': 50, 'value': 'june', 'entity': 'depart_date.month_name'}, {'start': 51, 'end': 56, 'value': 'tenth', 'entity': 'depart_date.day_number'}]","[{'start': 22, 'end': 31, 'value': 'san diego', 'entity': 'fromloc.city_name'}, {'start': 35, 'end': 42, 'value': 'houston', 'entity': 'toloc.city_name'}, {'start': 46, 'end': 50, 'value': 'june', 'entity': 'depart_date.month_name'}, {'start': 51, 'end': 56, 'value': 'tenth', 'entity': 'depart_date.day_number'}]"
is there an american airlines flight from houston to newark on june tenth after 6 pm,"[{'start': 12, 'end': 29, 'value': 'american airlines', 'entity': 'airline_name'}, {'start': 42, 'end': 49, 'value': 'houston', 'entity': 'fromloc.city_name'}, {'start': 53, 'end': 59, 'value': 'newark', 'entity': 'toloc.city_name'}, {'start': 63, 'end': 67, 'value': 'june', 'entity': 'depart_date.month_name'}, {'start': 68, 'end': 73, 'value': 'tenth', 'entity': 'depart_date.day_number'}, {'start': 74, 'end': 79, 'value': 'after', 'entity': 'depart_time.time_relative'}, {'start': 80, 'end': 84, 'value': '6 pm', 'entity': 'depart_time.time'}]","[{'start': 12, 'end': 29, 'value': 'american airlines', 'entity': 'airline_name'}, {'start': 42, 'end': 49, 'value': 'houston', 'entity': 'fromloc.city_name'}, {'start': 53, 'end': 59, 'value': 'newark', 'entity': 'toloc.city_name'}, {'start': 63, 'end': 67, 'value': 'june', 'entity': 'depart_date.month_name'}, {'start': 68, 'end': 73, 'value': 'tenth', 'entity': 'depart_date.day_number'}, {'start': 74, 'end': 79, 'value': 'after', 'entity': 'depart_time.time_relative'}, {'start': 80, 'end': 84, 'value': '6 pm', 'entity': 'depart_time.time'}]","[{'start': 12, 'end': 29, 'value': 'american airlines', 'entity': 'airline_name'}, {'start': 42, 'end': 49, 'value': 'houston', 'entity': 'fromloc.city_name'}, {'start': 53, 'end': 59, 'value': 'newark', 'entity': 'toloc.city_name'}, {'start': 63, 'end': 67, 'value': 'june', 'entity': 'depart_date.month_name'}, {'start': 68, 'end': 73, 'value': 'tenth', 'entity': 'depart_date.day_number'}, {'start': 74, 'end': 79, 'value': 'after', 'entity': 'depart_time.time_relative'}, {'start': 80, 'end': 84, 'value': '6 pm', 'entity': 'depart_time.time'}]","[{'start': 12, 'end': 29, 'value': 'american airlines', 'entity': 'airline_name'}, {'start': 42, 'end': 49, 'value': 'houston', 'entity': 'fromloc.city_name'}, {'start': 53, 'end': 59, 'value': 'newark', 'entity': 'toloc.city_name'}, {'start': 63, 'end': 67, 'value': 'june', 'entity': 'depart_date.month_name'}, {'start': 68, 'end': 73, 'value': 'tenth', 'entity': 'depart_date.day_number'}, {'start': 74, 'end': 79, 'value': 'after', 'entity': 'depart_time.time_relative'}, {'start': 80, 'end': 84, 'value': '6 pm', 'entity': 'depart_time.time'}]"
is there an american airlines flight from houston to newark on june tenth after 3 pm,"[{'start': 12, 'end': 29, 'value': 'american airlines', 'entity': 'airline_name'}, {'start': 42, 'end': 49, 'value': 'houston', 'entity': 'fromloc.city_name'}, {'start': 53, 'end': 59, 'value': 'newark', 'entity': 'toloc.city_name'}, {'start': 63, 'end': 67, 'value': 'june', 'entity': 'depart_date.month_name'}, {'start': 68, 'end': 73, 'value': 'tenth', 'entity': 'depart_date.day_number'}, {'start': 74, 'end': 79, 'value': 'after', 'entity': 'depart_time.time_relative'}, {'start': 80, 'end': 84, 'value': '3 pm', 'entity': 'depart_time.time'}]","[{'start': 12, 'end': 29, 'value': 'american airlines', 'entity': 'airline_name'}, {'start': 42, 'end': 49, 'value': 'houston', 'entity': 'fromloc.city_name'}, {'start': 53, 'end': 59, 'value': 'newark', 'entity': 'toloc.city_name'}, {'start': 63, 'end': 67, 'value': 'june', 'entity': 'depart_date.month_name'}, {'start': 68, 'end': 73, 'value': 'tenth', 'entity': 'depart_date.day_number'}, {'start': 74, 'end': 79, 'value': 'after', 'entity': 'depart_time.time_relative'}, {'start': 80, 'end': 84, 'value': '3 pm', 'entity': 'depart_time.time'}]","[{'start': 12, 'end': 29, 'value': 'american airlines', 'entity': 'airline_name'}, {'start': 42, 'end': 49, 'value': 'houston', 'entity': 'fromloc.city_name'}, {'start': 53, 'end': 59, 'value': 'newark', 'entity': 'toloc.city_name'}, {'start': 63, 'end': 67, 'value': 'june', 'entity': 'depart_date.month_name'}, {'start': 68, 'end': 73, 'value': 'tenth', 'entity': 'depart_date.day_number'}, {'start': 74, 'end': 79, 'value': 'after', 'entity': 'depart_time.time_relative'}, {'start': 80, 'end': 84, 'value': '3 pm', 'entity': 'depart_time.time'}]","[{'start': 12, 'end': 29, 'value': 'american airlines', 'entity': 'airline_name'}, {'start': 42, 'end': 49, 'value': 'houston', 'entity': 'fromloc.city_name'}, {'start': 53, 'end': 59, 'value': 'newark', 'entity': 'toloc.city_name'}, {'start': 63, 'end': 67, 'value': 'june', 'entity': 'depart_date.month_name'}, {'start': 68, 'end': 73, 'value': 'tenth', 'entity': 'depart_date.day_number'}, {'start': 74, 'end': 79, 'value': 'after', 'entity': 'depart_time.time_relative'}, {'start': 80, 'end': 84, 'value': '3 pm', 'entity': 'depart_time.time'}]"
