please find a flight from orlando to kansas city,flight,flight,flight,flight
i would like to fly from columbus to phoenix through cincinnati in the afternoon,flight,flight,flight,flight
i would like to know what airports are in los angeles,airport,airport,airport,airport
does the airport at burbank have a flight that comes in from kansas city,flight,flight,flight,flight
which flights arrive in burbank from kansas city on saturdays in the afternoon,flight,flight,flight,flight
which flights arrive in burbank from las vegas on saturday april twenty third in the afternoon,flight,flight,flight,flight
which flights are available from orlando to cleveland that arrive around 10 pm,flight,flight,flight,flight
what flights are available from indianapolis to san diego on april twenty first in the late afternoon,flight,flight,flight,flight
what flights leave cleveland going to indianapolis on april twenty first in the morning,flight,flight,flight,flight
which flights are available on april twenty first in the morning from nashville to tacoma,flight,flight,flight,flight
which flights are available from tacoma to san jose in the morning on april twenty second,flight,flight,flight,flight
which flights are available from san jose to nashville leaving in the morning on april twenty three,flight,flight,flight,flight
what is the most expensive one way fare between detroit and westchester county,airfare,airfare,airfare,airfare
what airlines fly between detroit and westchester county,airline,airline,airline,airline
what are the departure times from detroit to westchester county,flight_time,flight_time,flight_time,flight_time
what is the latest flight from baltimore to oakland that serves dinner,flight,flight,flight,flight
what is the earliest flight between baltimore and oakland that serves breakfast,flight,flight,flight,flight
to what cities from boston does america west fly first class,city,city,city,city
what airline flies from boston to san diego,airline,airline,airline,airline
what is the latest breakfast flight from dallas to tampa,flight,flight,flight,flight
show me all lufthansa flights from seattle to boston with stopovers in minneapolis,flight,flight,flight,flight
show me all flights from seattle to boston with stopovers in minneapolis,flight,flight,flight,flight
list philadelphia to san francisco flights with stopovers in dallas,flight,flight,flight,flight
show me the connecting flights between boston and denver and the types of aircraft used,flight,flight,flight,flight
show me all the morning flights from philadelphia to fort worth,flight,flight,flight,flight
show me all the flights from kansas city to st. paul,flight,flight,flight,flight
show me northwest flight 608 from kansas city to st. paul,flight,flight,flight,flight
show me all the flights from indianapolis to charlotte on monday,flight,flight,flight,flight
what is the ground transportation between the charlotte airport charlotte airport and downtown charlotte,ground_service,ground_service,ground_service,ground_service
show me all the flights from charlotte to minneapolis that leave at 2 pm or later on monday,flight,flight,flight,flight
show me all the flights from charlotte to minneapolis on tuesday morning,flight,flight,flight,flight
show me the direct flights from charlotte to minneapolis on tuesday morning,flight,flight,flight,flight
show me flight us 1500 on monday from charlotte to minneapolis please,flight,flight,flight,flight
show me all the flights from minneapolis to indianapolis on tuesday that leave after 2 pm,flight,flight,flight,flight
show me the flights from minneapolis to indiana,flight,flight,flight,flight
show me the flights in from minneapolis to indianapolis on tuesday afternoon,flight,flight,flight,flight
show me flight us 1207 from indianapolis to charlotte on monday and flight us 1500 from charlotte to minneapolis on monday and flight twa 639 from minneapolis to indianapolis,flight,flight,flight,flight
show me all the flights from las vegas to new york city,flight,flight,flight,flight
which different airlines go from las vegas to new york city,airline,airline,airline,airline
show me all the flights on america west and twa from las vegas to jfk on a friday,flight,flight,flight,flight
what are the flights from tacoma to miami that leave after 6 pm tomorrow,flight,flight,flight,flight
i 'd like to fly from san diego to houston on june tenth,flight,flight,flight,flight
is there an american airlines flight from houston to newark on june tenth after 6 pm,flight,flight,flight,flight
is there an american airlines flight from houston to newark on june tenth after 3 pm,flight,flight,flight,flight
i need to get from cincinnati to denver on june sixth by 6 pm,flight,flight,flight,flight
what 's the ground transportation in denver,ground_service,ground_service,ground_service,ground_service
what 's the fare for a taxi to denver,ground_fare,ground_fare,ground_fare,ground_fare
what are the fares for ground transportation in denver,ground_fare,ground_fare,ground_fare,ground_fare
i need to fly from denver to westchester county on june seventh after 3 pm,flight,flight,flight,flight
what 's the ground transportation in westchester county,ground_service,ground_service,ground_service,ground_service
i need to take a united airlines flight on june eighth from westchester county to cincinnati after 3 pm,flight,flight,flight,flight
what united airlines flights on june eighth go from westchester county to cincinnati,flight,flight,flight,flight
on june eighth what flights go from westchester county to cincinnati,flight,flight,flight,flight
does us air fly from cincinnati to denver on june sixth,flight,flight,flight,flight
list the flights from cincinnati to denver on june sixth,flight,flight,flight,flight
list the flights from denver to westchester county on june seventh,flight,flight,flight,flight
list the flights from westchester county to cincinnati on june eighth,flight,flight,flight,flight
list the flights from cincinnati to westchester county on june sixth,flight,flight,flight,flight
list the flights from westchester county to denver on june seventh,flight,flight,flight,flight
list the flights from denver to cincinnati on june eighth,flight,flight,flight,flight
list the flights from denver to cincinnati on june sixth after 4 pm,flight,flight,flight,flight
list the flights from cincinnati to westchester county on june seventh,flight,flight,flight,flight
list the flights from westchester county to cincinnati on june seventh leaving after 5 pm,flight,flight,flight,flight
what airlines off from love field between 6 and 10 am on june sixth,airline,airline,airline,airline
what flights arrive at love field on june sixth,flight,flight,flight,flight
list the flights from montreal to philly before 9 am,flight,flight,flight,flight
list the flights from cleveland to memphis,flight,flight,flight,flight
list the flights from memphis to cleveland,flight,flight,flight,flight
list the flights from denver to baltimore arriving on july first,flight,flight,flight,flight
list the flights from dallas to baltimore arriving july first,flight,flight,flight,flight
list the flights from pittsburgh to baltimore arriving on july first,flight,flight,flight,flight
list the flights on canadian airlines international,flight,flight,flight,flight
how many canadian airlines international flights use j31,quantity,quantity,quantity,quantity
how many canadian airlines international flights use aircraft 320,quantity,quantity,quantity,quantity
how many canadian airlines flights use aircraft dh8,quantity,quantity,quantity,quantity
show me the flights on american airlines which fly from st. petersburg to ontario canada with a stopover in st. louis,flight,flight,flight,flight
show me the flights on american airlines which go from st. petersburg to ontario california by way of st. louis,flight,flight,flight,flight
which airport is closest to ontario california,airport,airport,airport,airport
show me the flights from houston to orlando,flight,flight,flight,flight
show me the flights from orlando to houston,flight,flight,flight,flight
show me the flights from detroit to las vegas,flight,flight,flight,flight
show me the cheapest round trip coach fare from las vegas to detroit,airfare,airfare,airfare,airfare
show me the cheapest round trip coach fare on twa from las vegas to detroit,airfare,airfare,airfare,airfare
show me the delta flights which serve a snack to coach passengers,flight,flight,flight,flight
what is meal code sb,abbreviation,abbreviation,abbreviation,abbreviation
what meals are available on dl 468 which al arrives in san francisco at 950 am,meal,meal,meal,meal
show me the delta flights from tampa to san francisco,flight,flight,flight,flight
show me delta flight 486,flight,flight,flight,flight
list the tower air flights on mondays,flight,flight,flight,flight
list all tower air flights with meals,flight,flight,flight,flight
what flights depart from baltimore,flight,flight,flight,flight
what flights depart from baltimore and arrive at san francisco on a friday,flight,flight,flight,flight
what flights leave from cincinnati in the morning and arrive in tampa,flight,flight,flight,flight
which flights depart from tampa and arrive in cincinnati in the evening,flight,flight,flight,flight
which flights depart from tampa in the early evening and arrive in cincinnati,flight,flight,flight,flight
which flights depart from philadelphia and arrive in atlanta,flight,flight,flight,flight
which flights depart from a atlanta and arrive in toronto,flight,flight,flight,flight
which flights depart from toronto and arrive in washington dc,flight,flight,flight,flight
which flights depart from new york and arrive in los angeles after 10 am,flight,flight,flight,flight
how far is new york 's la guardia from downtown,distance,distance,distance,distance
how far is toronto international from downtown,distance,distance,distance,distance
how far is los angeles international from downtown,distance,distance,distance,distance
how far is san francisco international from downtown,distance,distance,distance,distance
how much is the limousine service in boston,ground_fare,ground_fare,ground_fare,ground_fare
how much is a limousine service in la guardia,ground_fare,ground_fare,ground_fare,ground_fare
how much is a limousine service in toronto international,ground_fare,ground_fare,ground_fare,ground_fare
how much is limousine service in los angeles,ground_fare,ground_fare,ground_fare,ground_fare
what airlines fly between washington dc and columbus ohio,airline,airline,airline,airline
what flights are there between washington dc and columbus ohio,flight,flight,flight,flight
what are the flights between washington dc and columbus ohio,flight,flight,flight,flight
what are the fares for all flights between washington and columbus,airfare,airfare,airfare,airfare
at the charlotte airport how many different types of aircraft are there for us air,aircraft,aircraft,aircraft,aircraft
list all us air flights arriving in charlotte on saturday at 1 pm,flight,flight,flight,flight
what is the first class round trip airfare from india indianapolis to memphis,airfare,airfare,airfare,airfare
list all flights from memphis to miami,flight,flight,flight,flight
list all flights and their fares from indianapolis to memphis on a monday morning,flight+airfare,flight+airfare,flight+airfare,flight+airfare
list all flights and their fares from memphis to miami on a wednesday evening,flight+airfare,flight+airfare,flight+airfare,flight+airfare
list all flights and their fares for all flights between miami and indianapolis,flight+airfare,flight+airfare,flight+airfare,flight+airfare
list all flights from cleveland to kansas city on monday,flight,flight,flight,flight
list all flights from kansas city to cleveland,flight,flight,flight,flight
list all flights from cleveland to nashville,flight,flight,flight,flight
list all flights from nashville to cleveland on sunday,flight,flight,flight,flight
list all sunday flights from cleveland to nashville and their fares,flight+airfare,flight+airfare,flight+airfare,flight+airfare
what airlines are departing from baltimore,airline,airline,airline,airline
which airlines fly from baltimore to san francisco,airline,airline,airline,airline
how long does a flight from baltimore to san francisco take,distance,distance,distance,distance
which flights are leaving from kansas city to atlanta early monday morning,flight,flight,flight,flight
which flights are leaving atlanta and arriving in st. louis close to 230 pm on tuesday,flight,flight,flight,flight
please list flights from st. louis to st. paul which depart after 10 am thursday morning,flight,flight,flight,flight
list flights from st. paul to kansas city friday in the evening with a meal included,flight,flight,flight,flight
list early morning flights from cincinnati to tampa,flight,flight,flight,flight
list early evening flights from tampa to cincinnati,flight,flight,flight,flight
list evening flights from tampa to cincinnati,flight,flight,flight,flight
list flights from philadelphia to atlanta friday am,flight,flight,flight,flight
list flights from atlanta to toronto friday afternoon,flight,flight,flight,flight
list flights from toronto to washington dc saturday am,flight,flight,flight,flight
list flights from washington dc to philadelphia saturday pm,flight,flight,flight,flight
list direct flights from new york city to los angeles after 10 am,flight,flight,flight,flight
list the airfare for american airlines flight 19 from jfk to lax,airfare+flight,airfare+flight,airfare+flight,airfare+flight
what is fare code m,abbreviation,abbreviation,abbreviation,abbreviation
list the distance in miles from boston airport to downtown boston,distance,distance,distance,distance
list the distance in miles from new york 's la guardia airport to downtown new york city,distance,distance,distance,distance
list the distance in miles from toronto international airport to downtown toronto,distance,distance,distance,distance
list the distance in miles from san francisco international airport to san francisco downtown,distance,distance,distance,distance
list limousine rates for the city of boston,ground_fare,ground_fare,ground_fare,ground_fare
list american airlines flights from houston to milwaukee departing friday pm,flight,flight,flight,flight
list flights from houston to milwaukee friday pm,flight,flight,flight,flight
list american airlines flights from milwaukee to san jose wednesday,flight,flight,flight,flight
list american airlines flights from san jose to dallas friday afternoon,flight,flight,flight,flight
list flights from dallas to houston arriving sunday afternoon,flight,flight,flight,flight
list airlines flying from seattle to salt lake city,airline,airline,airline,airline
what is the seating capacity for aircraft l10,capacity,capacity,capacity,capacity
what is the seating capacity for delta be1,capacity,capacity,capacity,capacity
list flights from seattle to salt lake city on delta l10,flight,flight,flight,flight
list flights from seattle to salt lake city on delta be1,flight,flight,flight,flight
list flights from boston to pittsburgh daily,flight,flight,flight,flight
list flights from pittsburgh to newark daily,flight,flight,flight,flight
list flights from newark to boston daily,flight,flight,flight,flight
list us air flights leaving saturday from charlotte airport at 1 pm,flight,flight,flight,flight
list us air flights leaving saturday from charlotte airport around 1 pm,flight,flight,flight,flight
list first class airfare round trip from indianapolis to memphis,airfare,airfare,airfare,airfare
what is fare code f,abbreviation,abbreviation,abbreviation,abbreviation
list flights from memphis to miami wednesday evening,flight,flight,flight,flight
list flights from miami to indianapolis sunday,flight,flight,flight,flight
list flights from ontario california to orlando florida,flight,flight,flight,flight
list flights from ontario california to salt lake city utah,flight,flight,flight,flight
list flights from ontario california to salt lake city utah monday,flight,flight,flight,flight
list flights from salt lake city utah to phoenix arizona monday,flight,flight,flight,flight
list flights from salt lake city to phoenix arizona tuesday,flight,flight,flight,flight
list flights from phoenix arizona to ontario california wednesday,flight,flight,flight,flight
what airlines fly from baltimore to san francisco,airline,airline,airline,airline
what is the fare for a first class round trip ticket from detroit to st. petersburg,airfare,airfare,airfare,airfare
what is the airfare for a round trip first class ticket from detroit to st. petersburg,airfare,airfare,airfare,airfare
kansas city to atlanta monday morning flights,flight,flight,flight,flight
monday morning flights from atlanta to kansas city,flight,flight,flight,flight
kansas city to atlanta monday morning flights,flight,flight,flight,flight
atlanta to st. louis tuesday before 230 pm flights,flight,flight,flight,flight
st. louis to st. paul thursday after 10 am,flight,flight,flight,flight
st. paul to kansas city friday night,flight,flight,flight,flight
cleveland to kansas city arrive monday before 3 pm,flight,flight,flight,flight
kansas city to cleveland flight arrive wednesday before 5 pm,flight,flight,flight,flight
cleveland to nashville flight friday morning,flight,flight,flight,flight
nashville to cleveland sunday before 9,flight,flight,flight,flight
first class flights pittsburgh to newark monday morning,flight,flight,flight,flight
flights newark to los angeles wednesday morning,flight,flight,flight,flight
los angeles to minneapolis thursday afternoon,flight,flight,flight,flight
minneapolis to pittsburgh flight,flight,flight,flight,flight
minneapolis to pittsburgh first class flight,flight,flight,flight,flight
i would like flights leaving from milwaukee to orlando,flight,flight,flight,flight
what does hp stand for,abbreviation,abbreviation,abbreviation,abbreviation
i would like flights from ontario to tacoma,flight,flight,flight,flight
i would like flights from minneapolis to san diego,flight,flight,flight,flight
i would like flights from salt lake city to cincinnati,flight,flight,flight,flight
i would like to see flights from cincinnati to salt lake city,flight,flight,flight,flight
i 'd like flights from new york to miami,flight,flight,flight,flight
i would like flights from miami to new york,flight,flight,flight,flight
i would like a flight leaving san francisco for san diego,flight,flight,flight,flight
i would like flights from san diego to las vegas,flight,flight,flight,flight
i would like a flight from san diego to las vegas,flight,flight,flight,flight
i would like flights from las vegas to san francisco,flight,flight,flight,flight
what does fare code bn mean,abbreviation,abbreviation,abbreviation,abbreviation
i would like to have the airline that flies toronto detroit and st. louis,airline,airline,airline,airline
i would like a flight from toronto to detroit,flight,flight,flight,flight
i would like a flight from detroit to st. louis,flight,flight,flight,flight
i would like a flight from toronto to st. louis,flight,flight,flight,flight
i would like flights from san francisco to long beach,flight,flight,flight,flight
i would like flights leaving san francisco to san diego,flight,flight,flight,flight
i would like a flight from san francisco to st. petersburg,flight,flight,flight,flight
show me a one way flight from milwaukee to orlando leaving wednesday afternoon after 6 pm,flight,flight,flight,flight
show me one way flights from milwaukee to orlando on wednesday,flight,flight,flight,flight
show me flights from columbus to chicago first class that leave before 10 am,flight,flight,flight,flight
show me the cheapest round trip between st. petersburg and detroit that arrives before 7 pm,flight,flight,flight,flight
show me nonstop flights from kansas city to phoenix,flight,flight,flight,flight
what is airline wn,airline,airline,airline,airline
show me the cheapest first class round trip from new york to miami,flight,flight,flight,flight
now show me all the round trips from new york to miami,flight,flight,flight,flight
show me the cheapest one way flight from san francisco to houston,flight,flight,flight,flight
now show me the cheapest one way flight from houston to boston,flight,flight,flight,flight
show me the cheapest round trip fares from houston to boston,airfare,airfare,airfare,airfare
show me the cheapest round trip fares from san francisco to houston,airfare,airfare,airfare,airfare
show me the cheapest round trip fare from san francisco to houston on february twenty eighth 1994,airfare,airfare,airfare,airfare
show me the cheapest one way fare from san francisco to houston on february twenty eighth 1994,airfare,airfare,airfare,airfare
now show me ground transportation in houston on monday afternoon,ground_service,ground_service,ground_service,ground_service
now show me one way flights from houston to boston,flight,flight,flight,flight
and now show me ground transportation that i could get in boston late night,ground_service,ground_service,ground_service,ground_service
show me airlines that have flights between toronto and detroit between detroit and st. louis and between st. louis and toronto,airline,airline,airline,airline
show me round trip fares from toronto to detroit on delta northwest us air and united airlines,airfare,airfare,airfare,airfare
show me flights between detroit and st. louis on delta northwest us air and united airlines,flight,flight,flight,flight
show me flights from montreal to orlando and long beach,flight,flight,flight,flight
show me flights from montreal to orlando,flight,flight,flight,flight
i need a flight on friday afternoon in june from new york to cleveland,flight,flight,flight,flight
i need a flight from new york to los angeles on saturday evening on us air,flight,flight,flight,flight
i 'd like a red eye flight from new york to los angeles on saturday evening on us air,flight,flight,flight,flight
i 'd like a flight from new york to los angeles on saturday morning on us air,flight,flight,flight,flight
i need a flight from san francisco to milwaukee on monday morning,flight,flight,flight,flight
what does ua mean,abbreviation,abbreviation,abbreviation,abbreviation
i need a flight from milwaukee to washington dc on monday night,flight,flight,flight,flight
how about flights from milwaukee to washington dc on tuesday mornings,flight,flight,flight,flight
what meals are there on flight 382 from milwaukee to washington dc on tuesday morning,meal,meal,meal,meal
i 'll need to rent a car in washington dc,ground_service,ground_service,ground_service,ground_service
can i get a flight on tuesday night from washington dc to oakland,flight,flight,flight,flight
how about from dc to oakland on wednesday morning,flight,flight,flight,flight
how much does it cost to fly on twa from columbus to milwaukee,airfare,airfare,airfare,airfare
what does q mean,abbreviation,abbreviation,abbreviation,abbreviation
how much does it cost to fly from columbus to st. louis round trip on twa,airfare,airfare,airfare,airfare
what 's the cheapest flight from columbus to st. louis round trip on twa,flight,flight,flight,flight
what 's the cheapest round trip flight on twa from columbus to st. paul,flight,flight,flight,flight
i want to fly from milwaukee to los angeles,flight,flight,flight,flight
can i get the shortest flight from milwaukee to orlando,flight,flight,flight,flight
what is the shortest flight from milwaukee to long beach,flight,flight,flight,flight
what does m mean,abbreviation,abbreviation,abbreviation,abbreviation
what does ap 57 mean,abbreviation,abbreviation,abbreviation,abbreviation
what is the shortest flight from milwaukee to st. petersburg,flight,flight,flight,flight
what is the shortest flight from milwaukee to long beach,flight,flight,flight,flight
what is the shortest flight from milwaukee to san diego,flight,flight,flight,flight
what does ap 20 mean,abbreviation,abbreviation,abbreviation,abbreviation
can i get a flight today from san francisco to detroit michigan,flight,flight,flight,flight
what 's the cheapest flight from san francisco to detroit today,flight,flight,flight,flight
i want to fly from san francisco to milwaukee and from milwaukee to denver,flight,flight,flight,flight
what 's the cheapest flight from san francisco to milwaukee,flight,flight,flight,flight
i need to rent a car in milwaukee,ground_service,ground_service,ground_service,ground_service
what 's the cheapest flight tomorrow from milwaukee to denver,flight,flight,flight,flight
what ground transportation is available at denver,ground_service,ground_service,ground_service,ground_service
what 's the cheapest flight from san francisco to denver,flight,flight,flight,flight
what flights leave from cleveland and go to dallas,flight,flight,flight,flight
show me all nonstop flights from st. petersburg to charlotte,flight,flight,flight,flight
what airline is us,airline,airline,airline,airline
show me flights between toronto and san diego,flight,flight,flight,flight
what is phl,abbreviation,abbreviation,abbreviation,abbreviation
what is mci,abbreviation,abbreviation,abbreviation,abbreviation
show me the flights between oakland and salt lake city,flight,flight,flight,flight
what does not sa mean,abbreviation,abbreviation,abbreviation,abbreviation
what is the earliest daily flight between oakland and salt lake city,flight,flight,flight,flight
what airline is dl,airline,airline,airline,airline
what is the latest daily flight between oakland and salt lake city,flight,flight,flight,flight
show me the flights between los angeles and dallas,flight,flight,flight,flight
what ground transportation is available from dallas fort worth airport to downtown dallas,ground_service,ground_service,ground_service,ground_service
how many passengers can an l1011 aircraft hold,capacity,capacity,capacity,capacity
what is the seating capacity of a dc9,capacity,capacity,capacity,capacity
what are the flights between dallas and phoenix,flight,flight,flight,flight
what ground transportation is available between phoenix airport and downtown phoenix,ground_service,ground_service,ground_service,ground_service
what is the seating capacity for the aircraft m80,capacity,capacity,capacity,capacity
are there any flights between dallas and phoenix using a dc10 aircraft,flight,flight,flight,flight
what airline is aa,airline,airline,airline,airline
show me the flights between milwaukee and indiana,flight,flight,flight,flight
what are the flights between milwaukee and pittsburgh,flight,flight,flight,flight
what ground transportation is available between pittsburgh airport and downtown pittsburgh,ground_service,ground_service,ground_service,ground_service
show me the flights between pittsburgh and washington dc,flight,flight,flight,flight
what ground transportation is available between dca and downtown washington,ground_service,ground_service,ground_service,ground_service
what are the flights between dca and milwaukee,flight,flight,flight,flight
what ground transportation is available between milwaukee airport and downtown milwaukee,ground_service,ground_service,ground_service,ground_service
determine the type of aircraft used on a flight from cleveland to dallas that leaves before noon,aircraft,aircraft,aircraft,aircraft
find a flight between st. petersburg and charlotte the flight should leave in the afternoon and arrive as soon after 5 pm as possible it should be a nonstop flight,flight,flight,flight,flight
list a flight on delta airlines from toronto to san diego,flight,flight,flight,flight
list a flight on american airlines from toronto to san diego,flight,flight,flight,flight
list a flight from toronto to san diego,flight,flight,flight,flight
list flights from oakland to salt lake city leaving after 1700 wednesday,flight,flight,flight,flight
list flights from oakland to salt lake city leaving after midnight thursday,flight,flight,flight,flight
list flights between phoenix and las vegas,flight,flight,flight,flight
list flights from las vegas to denver,flight,flight,flight,flight
list flights from milwaukee to washington dc before 1200,flight,flight,flight,flight
list flights from washington dc to pittsburgh leaving after 1800,flight,flight,flight,flight
list flights from washington dc to pittsburgh,flight,flight,flight,flight
list flights between pittsburgh and milwaukee,flight,flight,flight,flight
i 'd like a flight to san diego from washington dc,flight,flight,flight,flight
i 'd like to fly from cleveland to dallas,flight,flight,flight,flight
i want to fly from washington dc to phoenix arizona,flight,flight,flight,flight
i need a flight from phoenix to atlanta,flight,flight,flight,flight
i would like to fly from atlanta to san diego,flight,flight,flight,flight
i would like to fly from san diego to seattle,flight,flight,flight,flight
i would like to fly from orlando to kansas city,flight,flight,flight,flight
i need a flight from kansas city to minneapolis,flight,flight,flight,flight
i need a flight from san diego to washington dc,flight,flight,flight,flight
i need a flight from washington dc to san diego,flight,flight,flight,flight
i need a round trip flight from san diego to washington dc and the fares,flight+airfare,flight+airfare,flight+airfare,flight+airfare
i need a round trip from atlanta to washington dc and the fares leaving in the morning,flight+airfare,flight+airfare,flight+airfare,flight+airfare
i need a round trip from phoenix to washington dc and the fare leaving in the morning,flight+airfare,flight+airfare,flight+airfare,flight+airfare
what is the lowest fare for a flight from washington dc to boston,airfare,airfare,airfare,airfare
what is the lowest fare from washington dc to montreal,airfare,airfare,airfare,airfare
what is the lowest fare from toronto to washington dc,airfare,airfare,airfare,airfare
i want a flight from montreal to washington dc,flight,flight,flight,flight
i want a flight from nashville to seattle that arrives no later than 3 pm,flight,flight,flight,flight
